player_id,games_played,goals,assists,minutes_played,yellow_cards,red_cards,goals_per_game,minutes_per_game
284854,34,0,4,1997,5,0,0.0,58.7
284857,34,1,4,2710,8,0,0.029,79.7
285323,19,1,1,743,2,0,0.053,39.1
285845,30,1,4,2486,5,0,0.033,82.9
286047,31,0,0,2790,1,0,0.0,90.0
286297,24,4,2,1476,2,0,0.167,61.5
286384,15,1,0,1236,3,0,0.067,82.4
286415,9,0,0,810,1,0,0.0,90.0
286949,5,0,1,232,0,0,0.0,46.4
287579,17,0,0,1296,4,0,0.0,76.2
287635,15,0,0,208,3,0,0.0,13.9
287920,22,1,1,607,0,0,0.045,27.6
288225,32,5,4,1542,1,0,0.156,48.2
288230,22,10,7,1063,0,0,0.455,48.3
288255,2,0,0,41,0,0,0.0,20.5
288340,29,6,4,1809,4,0,0.207,62.4
288429,7,0,0,205,0,0,0.0,29.3
289255,24,0,1,1358,3,0,0.0,56.6
289257,28,0,0,1240,1,0,0.0,44.3
289446,26,2,0,2153,3,0,0.077,82.8
289592,9,0,0,416,0,0,0.0,46.2
289835,29,10,2,2468,5,0,0.345,85.1
290017,26,0,2,1869,5,0,0.0,71.9
290249,37,6,2,3255,6,0,0.162,88.0
290537,38,0,1,3420,3,0,0.0,90.0
290587,25,0,0,1442,1,0,0.0,57.7
290862,26,0,3,1960,9,0,0.0,75.4
291200,32,0,2,2758,3,0,0.0,86.2
291222,20,3,0,1138,0,0,0.15,56.9
291417,5,0,0,206,0,0,0.0,41.2
292246,26,2,2,1455,5,0,0.077,56.0
292534,27,2,2,2314,4,0,0.074,85.7
292808,14,0,0,1141,3,0,0.0,81.5
293169,14,0,0,483,1,0,0.0,34.5
293194,7,0,0,99,1,0,0.0,14.1
293200,37,8,3,3055,7,0,0.216,82.6
293281,28,0,1,1023,0,0,0.0,36.5
293385,33,7,8,2077,1,0,0.212,62.9
293388,20,0,1,1319,3,0,0.0,66.0
294057,3,0,0,34,0,0,0.0,11.3
295313,17,4,2,481,2,0,0.235,28.3
295630,27,2,5,1902,8,0,0.074,70.4
296397,1,0,0,3,0,0,0.0,3.0
296422,13,0,0,843,2,0,0.0,64.8
296802,1,0,0,90,0,0,0.0,90.0
297070,18,0,1,1154,4,0,0.0,64.1
297212,35,2,0,2954,3,0,0.057,84.4
297583,28,4,1,1193,0,0,0.143,42.6
298197,38,0,0,3420,3,0,0.0,90.0
298575,27,2,2,424,4,0,0.074,15.7
298583,17,2,1,1339,3,0,0.118,78.8
298603,29,0,4,2437,7,0,0.0,84.0
298635,6,0,0,40,0,0,0.0,6.7
298975,9,0,0,336,1,0,0.0,37.3
298976,16,4,1,1059,0,0,0.25,66.2
300168,23,0,0,444,0,0,0.0,19.3
300532,13,0,1,452,0,0,0.0,34.8
301238,30,0,0,2655,1,0,0.0,88.5
302371,37,14,3,2730,2,0,0.378,73.8
303219,27,0,0,2296,3,0,0.0,85.0
303254,33,0,2,2563,6,0,0.0,77.7
303259,2,1,0,180,0,0,0.5,90.0
303657,38,0,0,3420,2,0,0.0,90.0
305947,33,5,4,2262,4,0,0.152,68.5
306024,35,14,1,2730,3,0,0.4,78.0
307183,15,2,1,619,1,0,0.133,41.3
308279,34,7,4,2438,7,0,0.206,71.7
309110,29,6,2,1671,4,0,0.207,57.6
309400,12,2,3,583,1,0,0.167,48.6
311044,30,2,0,1481,3,0,0.067,49.4
312773,2,0,0,175,0,0,0.0,87.5
314241,33,1,0,1759,7,0,0.03,53.3
314288,31,6,1,1073,0,0,0.194,34.6
314353,21,0,4,1164,4,0,0.0,55.4
314367,23,1,3,1065,0,0,0.043,46.3
314398,28,4,2,2201,4,0,0.143,78.6
314678,30,1,8,1252,2,0,0.033,41.7
314875,38,9,11,3409,4,0,0.237,89.7
315121,16,0,0,1395,1,0,0.0,87.2
315253,5,0,0,450,0,0,0.0,90.0
315779,30,8,4,1612,0,0,0.267,53.7
315853,28,1,4,2249,6,0,0.036,80.3
315858,34,0,0,3060,7,0,0.0,90.0
315865,36,9,4,2575,2,0,0.25,71.5
315867,24,10,1,1319,2,0,0.417,55.0
315969,33,10,3,2793,1,0,0.303,84.6
316125,20,0,2,1602,4,0,0.0,80.1
316264,24,1,7,1371,0,0,0.042,57.1
316884,29,0,1,2610,1,0,0.0,90.0
316934,30,2,0,1798,1,0,0.067,59.9
317057,25,0,0,2250,0,0,0.0,90.0
318204,30,3,7,2556,6,0,0.1,85.2
318470,15,0,0,1350,0,0,0.0,90.0
318508,12,0,1,800,2,0,0.0,66.7
318523,30,3,5,2250,4,0,0.1,75.0
318528,29,13,6,1913,2,0,0.448,66.0
319301,19,0,0,553,0,0,0.0,29.1
319745,16,0,0,482,1,0,0.0,30.1
319859,36,3,1,2252,3,0,0.083,62.6
320271,12,0,1,585,3,0,0.0,48.8
320748,16,1,3,777,2,0,0.062,48.6
321247,36,6,2,1760,6,0,0.167,48.9
321528,20,3,1,1328,2,0,0.15,66.4
322305,31,4,2,1815,2,0,0.129,58.5
322517,16,0,0,1080,5,0,0.0,67.5
323167,30,0,0,2531,4,0,0.0,84.4
324278,33,13,9,2793,10,0,0.394,84.6
324358,37,16,3,2854,4,0,0.432,77.1
324377,23,1,0,1566,4,0,0.043,68.1
324690,23,3,1,1101,2,0,0.13,47.9
324795,32,3,2,2661,5,0,0.094,83.2
324811,23,1,2,1041,1,0,0.043,45.3
325223,18,2,2,712,0,0,0.111,39.6
325443,36,14,1,2231,5,0,0.389,62.0
326029,39,18,3,2123,1,0,0.462,54.4
326031,13,1,0,1170,0,0,0.077,90.0
326330,25,1,5,1631,3,0,0.04,65.2
326416,20,0,0,1609,2,0,0.0,80.4
327251,32,2,3,2514,4,0,0.062,78.6
328480,31,2,0,2234,4,0,0.065,72.1
328609,2,0,0,57,0,0,0.0,28.5
328658,27,0,1,1809,4,0,0.0,67.0
328770,1,0,0,30,0,0,0.0,30.0
328784,32,3,2,2835,1,0,0.094,88.6
329145,27,1,0,1948,8,0,0.037,72.1
330659,20,2,0,953,5,0,0.1,47.6
331401,23,0,1,933,2,0,0.0,40.6
331505,34,1,4,1968,4,0,0.029,57.9
331726,12,2,0,277,0,0,0.167,23.1
332560,19,0,1,1186,3,0,0.0,62.4
332697,36,5,6,2841,5,0,0.139,78.9
332705,25,2,2,1779,8,0,0.08,71.2
332889,31,2,5,2745,6,0,0.065,88.5
333014,35,0,1,2911,5,0,0.0,83.2
333175,3,0,0,270,0,0,0.0,90.0
333241,27,2,1,1956,10,0,0.074,72.4
333647,22,13,1,1340,1,0,0.591,60.9
333903,21,0,0,970,1,0,0.0,46.2
334207,3,0,0,162,0,0,0.0,54.0
334221,19,0,0,1504,4,0,0.0,79.2
334222,29,11,1,1959,2,0,0.379,67.6
334526,24,2,1,2034,4,0,0.083,84.8
334835,23,2,3,1746,0,0,0.087,75.9
335103,24,2,1,1020,0,0,0.083,42.5
335209,30,5,0,2467,6,0,0.167,82.2
335225,32,3,0,1775,3,0,0.094,55.5
335457,25,12,4,1498,5,0,0.48,59.9
335516,32,1,1,2281,4,0,0.031,71.3
335721,12,0,1,704,0,0,0.0,58.7
335993,28,1,2,2188,2,0,0.036,78.1
336012,23,1,1,655,0,0,0.043,28.5
336077,6,0,0,540,0,0,0.0,90.0
336125,30,2,2,1593,2,0,0.067,53.1
336869,29,1,1,2025,1,0,0.034,69.8
336960,31,0,1,2591,8,0,0.0,83.6
337092,15,0,0,1082,2,0,0.0,72.1
337284,8,0,0,196,1,0,0.0,24.5
337333,20,0,0,443,1,0,0.0,22.2
337715,25,4,4,1055,4,0,0.16,42.2
337725,2,0,0,25,0,0,0.0,12.5
337946,1,0,0,25,0,0,0.0,25.0
338070,18,0,0,638,1,0,0.0,35.4
338285,30,0,1,2177,8,0,0.0,72.6
338424,22,4,3,1027,1,0,0.182,46.7
338425,31,2,3,2164,3,0,0.065,69.8
338629,12,0,0,433,1,0,0.0,36.1
338668,31,0,1,2757,4,0,0.0,88.9
338670,38,0,0,3420,0,0,0.0,90.0
339314,29,19,6,2249,5,0,0.655,77.6
339332,18,1,2,661,2,0,0.056,36.7
339340,3,0,0,15,0,0,0.0,5.0
339556,25,0,0,1329,2,0,0.0,53.2
339816,29,1,2,1792,3,0,0.034,61.8
340166,14,1,3,670,2,0,0.071,47.9
340177,17,0,1,1148,2,0,0.0,67.5
340205,35,10,3,2370,4,0,0.286,67.7
340321,2,0,0,2,0,0,0.0,1.0
340322,17,1,6,870,2,0,0.059,51.2
340324,12,2,0,416,2,0,0.167,34.7
340325,10,0,1,118,0,0,0.0,11.8
340329,24,0,2,980,3,0,0.0,40.8
340353,30,0,0,2617,1,0,0.0,87.2
340376,9,0,0,178,0,0,0.0,19.8
340394,1,0,0,26,0,0,0.0,26.0
340456,20,0,0,984,3,0,0.0,49.2
340521,8,0,0,41,0,0,0.0,5.1
340918,37,0,0,3330,1,0,0.0,90.0
341051,23,1,0,1380,2,0,0.043,60.0
341092,26,2,1,318,3,0,0.077,12.2
341227,32,1,5,2573,6,0,0.031,80.4
341263,33,3,1,2710,5,0,0.091,82.1
341264,13,1,1,930,0,0,0.077,71.5
341277,1,0,0,11,0,0,0.0,11.0
341278,35,0,1,2540,3,0,0.0,72.6
341317,29,6,2,1674,4,0,0.207,57.7
342039,6,0,0,247,2,0,0.0,41.2
342046,14,1,0,1202,1,0,0.071,85.9
342048,20,1,0,929,3,0,0.05,46.4
342229,31,25,5,2606,3,0,0.806,84.1
342385,22,4,0,1485,5,0,0.182,67.5
342405,24,3,1,854,4,0,0.125,35.6
342877,17,0,1,1332,4,0,0.0,78.4
342967,28,2,3,1710,5,0,0.071,61.1
343052,36,8,10,2397,4,0,0.222,66.6
343537,14,3,1,386,0,0,0.214,27.6
344069,29,5,3,2378,3,0,0.172,82.0
344072,23,0,1,1962,3,0,0.0,85.3
344152,30,12,3,1821,1,0,0.4,60.7
344381,32,7,3,1351,0,0,0.219,42.2
344596,33,0,1,2925,4,0,0.0,88.6
344598,3,0,1,210,0,0,0.0,70.0
344695,24,1,1,1798,4,0,0.042,74.9
344886,34,1,7,3005,2,0,0.029,88.4
344888,25,4,2,1911,0,0,0.16,76.4
344892,29,8,7,2355,1,0,0.276,81.2
345458,34,0,1,2855,7,0,0.0,84.0
345590,26,5,1,1380,1,0,0.192,53.1
345886,24,3,6,1610,2,0,0.125,67.1
345911,30,2,1,2541,4,0,0.067,84.7
346289,8,1,0,544,3,0,0.125,68.0
346314,34,3,0,2782,3,0,0.088,81.8
346483,23,3,0,1017,2,0,0.13,44.2
346499,30,5,3,2069,4,0,0.167,69.0
346546,10,0,0,865,0,0,0.0,86.5
346551,34,0,0,3060,1,0,0.0,90.0
346561,34,1,0,2463,8,0,0.029,72.4
346567,24,1,0,1477,8,0,0.042,61.5
346707,23,2,2,1006,2,0,0.087,43.7
346779,33,6,3,1897,0,0,0.182,57.5
346853,34,4,8,2993,4,0,0.118,88.0
346890,28,8,1,1569,3,0,0.286,56.0
348026,32,3,4,2787,5,0,0.094,87.1
348601,34,2,3,1907,2,0,0.059,56.1
348795,24,2,3,1397,4,0,0.083,58.2
349066,14,3,1,702,0,0,0.214,50.1
349599,19,1,1,1036,5,0,0.053,54.5
349701,22,1,0,1492,5,0,0.045,67.8
349884,20,0,1,1092,3,0,0.0,54.6
350219,20,1,4,1129,1,0,0.05,56.4
351478,34,15,4,2715,3,0,0.441,79.9
351809,28,1,1,1783,5,0,0.036,63.7
351955,29,2,0,2541,2,0,0.069,87.6
352041,16,0,0,1440,2,0,0.0,90.0
353032,33,1,1,2802,6,0,0.03,84.9
353366,28,1,2,2019,6,0,0.036,72.1
353399,32,9,3,2646,2,0,0.281,82.7
353404,12,1,0,334,2,0,0.083,27.8
353892,16,1,2,921,0,0,0.062,57.6
353948,24,1,1,827,0,0,0.042,34.5
354352,8,0,0,610,1,0,0.0,76.2
354361,18,4,2,1256,1,0,0.222,69.8
354362,26,1,1,1892,7,0,0.038,72.8
354482,16,2,2,988,4,0,0.125,61.8
354726,26,1,0,494,1,0,0.038,19.0
354814,30,4,1,1520,2,0,0.133,50.7
355628,25,0,1,2082,9,0,0.0,83.3
355861,30,3,2,1627,0,0,0.1,54.2
355915,23,4,1,1873,9,0,0.174,81.4
356141,28,0,1,1909,3,0,0.0,68.2
356197,27,1,3,1690,8,0,0.037,62.6
357119,36,1,0,3100,7,0,0.028,86.1
357147,34,1,3,2616,5,0,0.029,76.9
357156,23,0,0,1970,4,0,0.0,85.7
357162,31,0,2,2114,6,0,0.0,68.2
357164,29,9,3,1861,5,0,0.31,64.2
357498,19,7,1,970,0,0,0.368,51.1
357565,21,1,0,1514,3,0,0.048,72.1
357628,20,2,0,639,0,0,0.1,32.0
357662,36,4,7,3099,3,0,0.111,86.1
357778,13,0,1,294,2,0,0.0,22.6
357796,29,0,1,1971,2,0,0.0,68.0
357884,28,0,0,2150,5,0,0.0,76.8
357885,37,9,6,2866,2,0,0.243,77.5
357992,24,0,1,1373,2,0,0.0,57.2
358003,37,1,0,3201,4,0,0.027,86.5
358008,33,2,4,1911,4,0,0.061,57.9
358032,29,1,3,1418,6,0,0.034,48.9
358143,26,1,2,2232,7,0,0.038,85.8
358250,8,0,0,639,0,0,0.0,79.9
358504,31,5,5,2379,5,0,0.161,76.7
358515,25,2,2,1089,0,0,0.08,43.6
360518,33,0,0,1819,5,0,0.0,55.1
361065,1,0,0,8,0,0,0.0,8.0
361068,31,5,4,2205,1,0,0.161,71.1
361093,25,1,1,1839,2,0,0.04,73.6
361254,27,8,0,1810,4,0,0.296,67.0
361256,32,0,1,2835,4,0,0.0,88.6
361260,25,4,0,1745,5,0,0.16,69.8
361914,18,1,0,1579,4,0,0.056,87.7
362086,31,3,3,2263,10,0,0.097,73.0
362108,32,0,0,2639,4,0,0.0,82.5
362977,11,1,1,325,1,0,0.091,29.5
363057,34,0,1,1870,2,0,0.0,55.0
363205,14,3,0,421,3,0,0.214,30.1
364135,26,8,1,2041,4,0,0.308,78.5
364245,33,1,2,2494,7,0,0.03,75.6
364258,29,0,0,2319,9,0,0.0,80.0
364409,2,0,0,135,0,0,0.0,67.5
365108,24,1,1,1176,1,0,0.042,49.0
366930,35,0,6,2706,5,0,0.0,77.3
367284,30,5,1,2623,7,0,0.167,87.4
367466,24,0,2,1394,5,0,0.0,58.1
368482,35,10,1,2117,2,0,0.286,60.5
368887,26,1,0,702,0,0,0.038,27.0
368891,24,1,1,2144,8,0,0.042,89.3
369081,33,5,8,2747,3,0,0.152,83.2
369316,37,1,0,3134,6,0,0.027,84.7
369567,1,0,0,14,0,0,0.0,14.0
369674,16,1,2,1224,1,0,0.062,76.5
369684,22,2,0,1542,4,0,0.091,70.1
369962,16,0,0,246,0,0,0.0,15.4
370683,13,0,0,850,3,0,0.0,65.4
370789,31,0,15,2274,8,0,0.0,73.4
370791,1,0,0,27,0,0,0.0,27.0
370846,29,2,2,2263,5,0,0.069,78.0
371021,32,0,0,2880,4,0,0.0,90.0
371141,13,1,2,819,2,0,0.077,63.0
371149,31,3,0,2683,5,0,0.097,86.5
371371,8,0,0,438,1,0,0.0,54.8
371436,10,1,0,862,2,0,0.1,86.2
371686,26,0,3,2045,7,0,0.0,78.7
371851,25,1,2,1893,4,0,0.04,75.7
371998,36,16,6,2825,8,0,0.444,78.5
372246,33,4,3,2326,3,0,0.121,70.5
372712,13,0,0,804,4,0,0.0,61.8
372720,11,0,0,133,1,0,0.0,12.1
374040,23,2,1,819,1,0,0.087,35.6
374139,12,0,1,832,1,0,0.0,69.3
374954,26,2,1,1654,5,0,0.077,63.6
375382,22,0,2,1016,0,0,0.0,46.2
375391,8,0,0,223,0,0,0.0,27.9
375816,2,1,0,14,0,0,0.5,7.0
375877,15,0,2,447,0,0,0.0,29.8
375885,28,2,2,2080,5,0,0.071,74.3
376514,25,0,0,1368,3,0,0.0,54.7
377042,27,2,0,2009,3,0,0.074,74.4
377243,33,1,1,1699,2,0,0.03,51.5
377393,24,1,3,1966,5,0,0.042,81.9
377641,18,0,1,841,4,0,0.0,46.7
377729,29,3,1,1346,2,0,0.103,46.4
378139,27,4,2,1814,4,0,0.148,67.2
378293,14,0,1,638,2,0,0.0,45.6
378710,32,11,4,1960,4,0,0.344,61.2
379163,23,0,0,1287,7,0,0.0,56.0
380350,4,0,0,103,0,0,0.0,25.8
380598,34,3,6,2413,5,0,0.088,71.0
381753,23,0,3,1324,3,0,0.0,57.6
381950,35,3,4,2802,5,0,0.086,80.1
381963,6,0,0,37,0,0,0.0,6.2
381967,26,5,0,1714,3,0,0.192,65.9
382478,27,0,0,1812,5,0,0.0,67.1
384593,29,5,4,2108,3,0,0.172,72.7
384859,15,3,0,733,4,0,0.2,48.9
385105,29,0,2,2096,7,0,0.0,72.3
385394,12,0,1,856,5,0,0.0,71.3
386047,14,0,0,1255,1,0,0.0,89.6
386446,33,0,1,2522,3,0,0.0,76.4
386455,21,1,2,1072,1,0,0.048,51.0
386552,33,3,1,2696,4,0,0.091,81.7
386685,1,0,0,90,0,0,0.0,90.0
387047,34,5,1,3060,4,0,0.147,90.0
387106,28,2,3,1375,5,0,0.071,49.1
387626,20,0,1,634,1,0,0.0,31.7
388165,19,1,1,521,3,0,0.053,27.4
388198,28,5,2,2520,8,0,0.179,90.0
388294,26,0,2,1500,2,0,0.0,57.7
388409,30,2,0,2454,4,0,0.067,81.8
388513,18,1,0,700,2,0,0.056,38.9
388516,5,0,0,450,0,0,0.0,90.0
389837,12,0,0,675,0,0,0.0,56.2
390163,1,0,0,9,0,0,0.0,9.0
390304,17,0,0,1469,4,0,0.0,86.4
390688,37,1,2,3189,4,0,0.027,86.2
391004,11,1,0,480,1,0,0.091,43.6
391065,14,2,2,636,1,0,0.143,45.4
391720,17,1,0,1213,1,0,0.059,71.4
391766,33,3,1,2012,5,0,0.091,61.0
391780,29,1,2,1902,5,0,0.034,65.6
392085,32,5,6,2271,8,0,0.156,71.0
392179,19,0,0,1540,0,0,0.0,81.1
392516,37,0,4,3058,3,0,0.0,82.6
392538,26,3,1,1435,2,0,0.115,55.2
392569,31,0,3,1594,2,0,0.0,51.4
392710,21,0,0,472,1,0,0.0,22.5
392757,35,3,4,3150,6,0,0.086,90.0
392765,37,3,0,1928,1,0,0.081,52.1
392767,30,3,3,2528,9,0,0.1,84.3
392768,30,3,4,1848,0,0,0.1,61.6
392770,26,3,0,1357,5,0,0.115,52.2
392771,35,1,1,3123,10,0,0.029,89.2
392775,27,3,3,1822,0,0,0.111,67.5
392956,35,2,0,2953,5,0,0.057,84.4
392966,32,0,3,1811,2,0,0.0,56.6
393238,15,0,0,507,4,0,0.0,33.8
393321,24,1,0,1941,4,0,0.042,80.9
393323,37,4,5,2470,3,0,0.108,66.8
393512,11,0,1,747,1,0,0.0,67.9
393745,1,0,0,22,0,0,0.0,22.0
394033,27,5,1,805,1,0,0.185,29.8
394236,27,0,3,1507,3,0,0.0,55.8
394300,22,0,0,552,0,0,0.0,25.1
394327,18,1,3,1418,5,0,0.056,78.8
395122,32,0,1,2070,6,0,0.0,64.7
395234,27,1,0,1619,6,0,0.037,60.0
395237,30,2,5,1488,3,0,0.067,49.6
395512,32,1,2,2316,2,0,0.031,72.4
395522,14,1,0,404,2,0,0.071,28.9
395695,29,0,0,2349,7,0,0.0,81.0
396638,22,3,2,1033,1,0,0.136,47.0
397033,35,0,2,2545,4,0,0.0,72.7
397171,30,0,1,2334,8,0,0.0,77.8
397225,19,1,2,1292,1,0,0.053,68.0
397676,4,0,0,360,0,0,0.0,90.0
398065,37,7,1,1961,1,0,0.189,53.0
398073,18,2,2,1374,3,0,0.111,76.3
398163,12,1,0,718,3,0,0.083,59.8
398184,33,16,2,1975,2,0,0.485,59.8
399383,10,0,0,146,0,0,0.0,14.6
399434,34,7,4,2743,6,0,0.206,80.7
399776,21,0,0,1676,1,0,0.0,79.8
400489,33,1,3,1783,3,0,0.03,54.0
400536,18,0,1,1620,0,0,0.0,90.0
400546,28,4,3,1256,2,0,0.143,44.9
401173,23,0,2,873,0,0,0.0,38.0
401529,36,1,2,3139,7,0,0.028,87.2
401530,16,2,1,1142,2,0,0.125,71.4
401578,18,0,1,1097,3,0,0.0,60.9
401922,24,3,4,1099,0,0,0.125,45.8
402008,7,1,1,257,0,0,0.143,36.7
403151,35,0,1,3041,3,0,0.0,86.9
403177,2,0,0,122,0,0,0.0,61.0
404418,30,0,2,2433,2,0,0.0,81.1
404839,6,0,0,540,0,0,0.0,90.0
404842,33,0,1,2961,6,0,0.0,89.7
404950,33,0,2,2704,2,0,0.0,81.9
405385,31,0,6,2434,2,0,0.0,78.5
405389,30,0,0,2625,6,0,0.0,87.5
405398,24,2,4,1509,2,0,0.083,62.9
405670,31,2,2,2491,7,0,0.065,80.4
405686,8,0,0,223,0,0,0.0,27.9
405687,26,0,2,1787,4,0,0.0,68.7
405885,25,3,3,1019,1,0,0.12,40.8
406040,24,6,0,1419,1,0,0.25,59.1
406042,11,1,1,390,0,0,0.091,35.5
406151,23,0,1,1705,6,0,0.0,74.1
406625,30,17,6,2178,4,0,0.567,72.6
406632,1,0,0,1,0,0,0.0,1.0
406634,21,2,2,942,2,0,0.095,44.9
406635,33,7,5,2085,4,0,0.212,63.2
406640,29,2,3,2190,0,0,0.069,75.5
407098,34,7,5,3023,4,0,0.206,88.9
408471,10,2,0,678,2,0,0.2,67.8
409344,4,0,0,42,0,0,0.0,10.5
410225,28,9,1,2177,2,0,0.321,77.8
410425,11,0,0,605,4,0,0.0,55.0
410708,34,0,1,2937,5,0,0.0,86.4
411295,22,13,3,1389,5,0,0.591,63.1
411537,29,11,0,1776,5,0,0.379,61.2
411975,30,1,3,2261,6,0,0.033,75.4
412045,33,2,1,2170,10,0,0.061,65.8
412363,19,1,4,676,3,0,0.053,35.6
412660,30,10,4,2078,5,0,0.333,69.3
412829,32,0,0,1568,2,0,0.0,49.0
412935,6,0,0,30,0,0,0.0,5.0
412953,30,4,8,2441,7,0,0.133,81.4
413039,33,11,3,2625,4,0,0.333,79.5
413112,33,1,0,2623,8,0,0.03,79.5
413220,29,2,1,1896,4,0,0.069,65.4
413262,13,0,1,264,0,0,0.0,20.3
413403,34,0,0,3036,0,0,0.0,89.3
413507,38,0,0,3375,6,0,0.0,88.8
413565,29,1,0,2287,5,0,0.034,78.9
413605,10,2,0,400,0,0,0.2,40.0
413843,24,0,2,2031,5,0,0.0,84.6
414908,28,5,3,1852,2,0,0.179,66.1
415035,1,0,0,45,1,0,0.0,45.0
415194,15,1,1,918,1,0,0.067,61.2
415381,26,2,3,1908,8,0,0.077,73.4
415383,30,0,0,2659,1,0,0.0,88.6
415912,31,3,0,2532,2,0,0.097,81.7
415970,11,0,0,497,0,0,0.0,45.2
416380,29,7,5,1726,3,0,0.241,59.5
416386,23,1,0,906,3,0,0.043,39.4
417278,3,0,0,225,0,0,0.0,75.0
417346,26,1,3,1241,1,0,0.038,47.7
417913,28,0,0,2520,1,0,0.0,90.0
418560,35,27,8,2959,2,0,0.771,84.5
418659,22,8,3,1331,1,0,0.364,60.5
419067,33,3,2,2459,3,0,0.091,74.5
419648,6,0,0,138,0,0,0.0,23.0
420002,32,12,0,2223,2,0,0.375,69.5
420064,22,0,2,1533,2,0,0.0,69.7
420210,28,0,0,1685,2,0,0.0,60.2
420213,15,0,0,1112,5,0,0.0,74.1
420243,30,3,6,2457,5,0,0.1,81.9
421637,6,0,1,88,0,0,0.0,14.7
421873,38,0,0,3420,2,0,0.0,90.0
422951,38,0,0,3316,4,0,0.0,87.3
423440,38,5,1,3002,4,0,0.132,79.0
423444,27,1,0,1544,3,0,0.037,57.2
423744,17,1,0,802,1,0,0.059,47.2
424015,7,0,0,240,0,0,0.0,34.3
424042,26,2,2,1321,4,0,0.077,50.8
424072,28,2,2,2032,3,0,0.071,72.6
424204,13,1,3,523,1,0,0.077,40.2
425334,35,3,3,3022,9,0,0.086,86.3
425902,22,0,2,603,3,0,0.0,27.4
427568,12,0,0,1003,2,0,0.0,83.6
428563,27,1,0,1596,5,0,0.037,59.1
429014,37,15,4,3113,1,0,0.405,84.1
429259,29,0,2,2405,7,0,0.0,82.9
429790,19,1,0,738,2,0,0.053,38.8
429874,28,4,2,1322,3,0,0.143,47.2
429915,30,2,3,1414,2,0,0.067,47.1
429983,36,4,1,2315,4,0,0.111,64.3
430280,26,0,4,1458,4,0,0.0,56.1
430310,7,0,0,157,0,0,0.0,22.4
431190,13,0,0,318,0,0,0.0,24.5
432090,33,2,3,2567,5,0,0.061,77.8
432092,32,4,1,1664,1,0,0.125,52.0
432164,37,6,4,2315,2,0,0.162,62.6
432298,20,0,0,1800,1,0,0.0,90.0
432914,5,0,0,438,1,0,0.0,87.6
432982,8,1,0,361,1,0,0.125,45.1
433177,31,7,7,2226,2,0,0.226,71.8
433181,15,0,0,277,1,0,0.0,18.5
433188,34,1,2,1930,2,0,0.029,56.8
433329,14,0,0,539,0,0,0.0,38.5
433584,32,0,3,1644,2,0,0.0,51.4
433887,10,0,0,305,0,0,0.0,30.5
433984,24,2,0,1680,2,0,0.083,70.0
434116,32,3,2,1298,4,0,0.094,40.6
434224,35,1,2,3087,4,0,0.029,88.2
434433,33,10,5,1786,4,0,0.303,54.1
434551,8,0,0,363,1,0,0.0,45.4
434675,36,7,5,2749,3,0,0.194,76.4
434990,1,0,0,12,0,0,0.0,12.0
435228,25,0,1,1907,5,0,0.0,76.3
435338,32,3,4,2751,4,0,0.094,86.0
435492,24,5,2,978,3,0,0.208,40.8
435493,4,0,0,99,1,0,0.0,24.8
435648,24,2,1,609,3,0,0.083,25.4
435772,31,3,5,2190,4,0,0.097,70.6
435796,11,0,0,804,0,0,0.0,73.1
436064,31,0,3,2023,3,0,0.0,65.3
438001,29,3,2,2553,4,0,0.103,88.0
439022,13,1,0,937,3,0,0.077,72.1
441170,31,1,1,2554,4,0,0.032,82.4
441515,2,0,0,135,0,0,0.0,67.5
441986,23,3,2,1922,2,0,0.13,83.6
442248,4,0,0,321,1,0,0.0,80.2
442703,37,1,0,3215,10,0,0.027,86.9
442891,18,4,1,671,1,0,0.222,37.3
443331,20,1,0,1187,4,0,0.05,59.4
443710,34,2,6,2746,1,0,0.059,80.8
444523,18,4,1,1522,5,0,0.222,84.6
445126,34,0,2,2646,2,0,0.0,77.8
445939,21,3,3,699,3,0,0.143,33.3
447661,21,1,0,922,3,0,0.048,43.9
447823,3,0,1,225,0,0,0.0,75.0
448177,3,0,0,60,0,0,0.0,20.0
448258,27,1,4,1587,3,0,0.037,58.8
448628,25,0,1,1807,3,0,0.0,72.3
448632,26,0,0,2340,1,0,0.0,90.0
448705,31,0,1,2790,2,0,0.0,90.0
449151,20,3,1,675,1,0,0.15,33.8
449592,28,1,2,1852,6,0,0.036,66.1
449597,19,1,0,676,2,0,0.053,35.6
449796,35,3,2,3073,11,0,0.086,87.8
450050,26,1,1,1250,5,0,0.038,48.1
450936,8,0,1,272,0,0,0.0,34.0
451276,36,6,7,3233,8,0,0.167,89.8
451801,3,0,0,78,0,0,0.0,26.0
452477,9,1,1,449,1,0,0.111,49.9
452483,36,1,1,2953,7,0,0.028,82.0
453016,10,0,0,520,3,0,0.0,52.0
453870,14,1,3,884,0,0,0.071,63.1
454386,14,1,1,486,1,0,0.071,34.7
454863,28,2,1,1419,2,0,0.071,50.7
455181,36,10,1,2485,3,0,0.278,69.0
455661,34,8,3,2004,0,0,0.235,58.9
457673,14,2,2,1016,3,0,0.143,72.6
457674,3,0,0,53,0,0,0.0,17.7
457736,29,4,3,1138,4,0,0.138,39.2
457931,10,0,0,470,1,0,0.0,47.0
459128,26,2,1,1034,2,0,0.077,39.8
459151,28,3,4,1521,3,0,0.107,54.3
459463,32,11,3,2595,5,0,0.344,81.1
459658,36,3,4,2796,3,0,0.083,77.7
