,,,,,,,,,Touches,,,,,,,Take-Ons,,,,,Carries,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
724,Lohann Doucet,bf BFA,MF,Paris FC,fr Ligue 1,23-210,2002,1.3,,,,,,,,,,,,,,,,,,,,,Matches
725,Fodé Doucouré,ml MLI,"MF,FW",Le Havre,fr Ligue 1,25-068,2001,9.2,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
726,Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,20-351,2005,0.5,,,,,,,,,,,,,,,,,,,,,Matches
727,Désiré Doué,fr FRA,"FW,MF",Paris Saint-Germain,fr Ligue 1,20-313,2005,11.1,,,,,,,,,,,,,,,,,,,,,Matches
728,Guela Doué,ci CIV,"DF,MF",Strasbourg,fr Ligue 1,23-177,2002,19.9,,,,,,,,,,,,,,,,,,,,,Matches
729,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22-262,2003,19.5,,,,,,,,,,,,,,,,,,,,,Matches
730,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,23-053,2003,16.8,,,,,,,,,,,,,,,,,,,,,Matches
731,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,26-253,1999,19.2,,,,,,,,,,,,,,,,,,,,,Matches
732,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,28-295,1997,4.3,,,,,,,,,,,,,,,,,,,,,Matches
733,Max Dowman,eng ENG,MF,Arsenal,eng Premier League,16-102,2009,0.9,,,,,,,,,,,,,,,,,,,,,Matches
734,Damion Downs,us USA,FW,Hamburger SV,de Bundesliga,21-280,2004,5.6,,,,,,,,,,,,,,,,,,,,,Matches
735,Radu Drăgușin,ro ROU,DF,Tottenham Hotspur,eng Premier League,24-068,2002,5.7,,,,,,,,,,,,,,,,,,,,,Matches
736,Joél Drakes-Thomas,eng ENG,MF,Crystal Palace,eng Premier League,16-307,2009,0.1,,,,,,,,,,,,,,,,,,,,,Matches
737,Domingos Duarte,pt POR,DF,Getafe,es La Liga,31-033,1995,25.7,,,,,,,,,,,,,,,,,,,,,Matches
738,Martin Dúbravka,sk SVK,GK,Burnley,eng Premier League,37-087,1989,32,,,,,,,,,,,,,,,,,,,,,Matches
739,Denzel Dumfries,nl NED,MF,Inter,it Serie A,29-359,1996,11.3,,,,,,,,,,,,,,,,,,,,,Matches
740,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,34-142,1991,28.5,,,,,,,,,,,,,,,,,,,,,Matches
741,Maxime Dupé,fr FRA,GK,Nice,fr Ligue 1,33-039,1993,8,,,,,,,,,,,,,,,,,,,,,Matches
742,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,24-322,2001,12.3,,,,,,,,,,,,,,,,,,,,,Matches
743,Hugo Duro,es ESP,FW,Valencia,es La Liga,26-153,1999,18.3,,,,,,,,,,,,,,,,,,,,,Matches
744,Rafiu Durosinmi,ng NGA,FW,Pisa,it Serie A,23-101,2003,4.5,,,,,,,,,,,,,,,,,,,,,Matches
745,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,32-148,1993,11.7,,,,,,,,,,,,,,,,,,,,,Matches
746,Edin Džeko,ba BIH,FW,Fiorentina,it Serie A,40-026,1986,2.7,,,,,,,,,,,,,,,,,,,,,Matches
747,Adam Dźwigała,pl POL,DF,St Pauli,de Bundesliga,30-199,1995,13,,,,,,,,,,,,,,,,,,,,,Matches
748,Aron Dønnum,no NOR,MF,Toulouse,fr Ligue 1,27-357,1998,22.7,,,,,,,,,,,,,,,,,,,,,Matches
749,George Earthy,eng ENG,MF,West Ham United,eng Premier League,21-219,2004,0.1,,,,,,,,,,,,,,,,,,,,,Matches
750,Younes Ebnoutalib,de GER,FW,Eintracht Frankfurt,de Bundesliga,22-211,2003,1.4,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
751,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,21-239,2004,16.1,,,,,,,,,,,,,,,,,,,,,Matches
752,Enzo Ebosse,cm CMR,DF,Hellas Verona,it Serie A,27-032,1999,2.4,,,,,,,,,,,,,,,,,,,,,Matches
753,Enzo Ebosse,cm CMR,DF,Torino,it Serie A,27-032,1999,6.4,,,,,,,,,,,,,,,,,,,,,Matches
754,Claudio Echeverri,ar ARG,"MF,FW",Girona,es La Liga,20-100,2006,3.7,,,,,,,,,,,,,,,,,,,,,Matches
755,Claudio Echeverri,ar ARG,MF,Leverkusen,de Bundesliga,20-100,2006,1.5,,,,,,,,,,,,,,,,,,,,,Matches
756,Éderson,br BRA,MF,Atalanta,it Serie A,26-279,1999,20.7,,,,,,,,,,,,,,,,,,,,,Matches
757,Noah Edjouma,fr FRA,FW,Toulouse,fr Ligue 1,20-190,2005,2.8,,,,,,,,,,,,,,,,,,,,,Matches
758,Noah Edjouma,fr FRA,MF,Lille,fr Ligue 1,20-190,2005,1,,,,,,,,,,,,,,,,,,,,,Matches
759,Andrias Edmundsson,fo FRO,DF,Hellas Verona,it Serie A,25-115,2000,8.7,,,,,,,,,,,,,,,,,,,,,Matches
760,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,28-086,1998,0,,,,,,,,,,,,,,,,,,,,,Matches
761,Odsonne Édouard,fr FRA,FW,Lens,fr Ligue 1,28-086,1998,17.1,,,,,,,,,,,,,,,,,,,,,Matches
762,Tom Edozie,eng ENG,MF,Wolves,eng Premier League,19-329,2006,0.1,,,,,,,,,,,,,,,,,,,,,Matches
763,Yannick Eduardo,cz CZE,FW,Hoffenheim,de Bundesliga,20-079,2006,0,,,,,,,,,,,,,,,,,,,,,Matches
764,Alysson Edward,br BRA,MF,Aston Villa,eng Premier League,19-342,2006,0.5,,,,,,,,,,,,,,,,,,,,,Matches
765,Marcus Edwards,eng ENG,"MF,FW",Burnley,eng Premier League,27-130,1998,10.9,,,,,,,,,,,,,,,,,,,,,Matches
766,CJ Egan-Riley,eng ENG,"DF,MF",Marseille,fr Ligue 1,23-100,2003,6.9,,,,,,,,,,,,,,,,,,,,,Matches
767,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,29-125,1996,28,,,,,,,,,,,,,,,,,,,,,Matches
768,Kingsley Ehizibue,nl NED,"MF,DF",Udinese,it Serie A,30-322,1995,15.7,,,,,,,,,,,,,,,,,,,,,Matches
769,Ovie Ejaria,eng ENG,MF,Oviedo,es La Liga,28-145,1997,2,,,,,,,,,,,,,,,,,,,,,Matches
770,Chidera Ejuke,ng NGA,"MF,FW",Sevilla,es La Liga,28-100,1998,7.7,,,,,,,,,,,,,,,,,,,,,Matches
771,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,27-173,1998,14.1,,,,,,,,,,,,,,,,,,,,,Matches
772,Jeff Ekhator,it ITA,FW,Genoa,it Serie A,19-152,2006,7.3,,,,,,,,,,,,,,,,,,,,,Matches
773,Hugo Ekitike,fr FRA,FW,Liverpool,eng Premier League,23-296,2002,20,,,,,,,,,,,,,,,,,,,,,Matches
774,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,26-007,2000,21.7,,,,,,,,,,,,,,,,,,,,,Matches
775,Jacques Ekomie,ga GAB,DF,Angers,fr Ligue 1,22-236,2003,20.6,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
776,Caleb Ekuban,gh GHA,"FW,MF",Genoa,it Serie A,32-020,1994,9.7,,,,,,,,,,,,,,,,,,,,,Matches
777,Anthony Elanga,se SWE,"FW,MF",Newcastle United,eng Premier League,23-350,2002,13.6,,,,,,,,,,,,,,,,,,,,,Matches
778,Daniel Elfadli,ly LBY,DF,Hamburger SV,de Bundesliga,29-006,1997,13,,,,,,,,,,,,,,,,,,,,,Matches
779,Unai Elgezabal,es ESP,"DF,MF",Levante,es La Liga,32-352,1993,10.6,,,,,,,,,,,,,,,,,,,,,Matches
780,Melker Ellborg,se SWE,GK,Sunderland,eng Premier League,22-325,2003,3,,,,,,,,,,,,,,,,,,,,,Matches
781,Mikael Ellertsson,is ISL,MF,Genoa,it Serie A,24-032,2002,25.3,,,,,,,,,,,,,,,,,,,,,Matches
782,Harvey Elliott,eng ENG,"FW,MF",Liverpool,eng Premier League,23-008,2003,0,,,,,,,,,,,,,,,,,,,,,Matches
783,Harvey Elliott,eng ENG,MF,Aston Villa,eng Premier League,23-008,2003,1.2,,,,,,,,,,,,,,,,,,,,,Matches
784,Elif Elmas,mk MKD,MF,Napoli,it Serie A,26-200,1999,17.2,,,,,,,,,,,,,,,,,,,,,Matches
785,Nesta Elphege,fr FRA,FW,Parma,it Serie A,25-093,2001,0.6,,,,,,,,,,,,,,,,,,,,,Matches
786,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,32-015,1994,5.6,,,,,,,,,,,,,,,,,,,,,Matches
787,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,29-194,1996,29,,,,,,,,,,,,,,,,,,,,,Matches
788,Breel Embolo,ch SUI,FW,Rennes,fr Ligue 1,29-057,1997,17.4,,,,,,,,,,,,,,,,,,,,,Matches
789,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,23-068,2003,4.8,,,,,,,,,,,,,,,,,,,,,Matches
790,Emersonn,br BRA,FW,Toulouse,fr Ligue 1,21-270,2004,14.3,,,,,,,,,,,,,,,,,,,,,Matches
791,Julio Enciso,py PAR,"MF,FW",Strasbourg,fr Ligue 1,22-079,2004,16.6,,,,,,,,,,,,,,,,,,,,,Matches
792,Wataru Endo,jp JPN,DF,Liverpool,eng Premier League,33-062,1993,1.9,,,,,,,,,,,,,,,,,,,,,Matches
793,Endrick,br BRA,FW,Real Madrid,es La Liga,19-265,2006,0.1,,,,,,,,,,,,,,,,,,,,,Matches
794,Endrick,br BRA,"FW,MF",Lyon,fr Ligue 1,19-265,2006,8.6,,,,,,,,,,,,,,,,,,,,,Matches
795,Yannik Engelhardt,de GER,MF,Gladbach,de Bundesliga,25-064,2001,22.6,,,,,,,,,,,,,,,,,,,,,Matches
796,Christian Eriksen,dk DEN,MF,Wolfsburg,de Bundesliga,34-057,1992,22.1,,,,,,,,,,,,,,,,,,,,,Matches
797,Aarón Escandell,es ESP,GK,Oviedo,es La Liga,30-197,1995,30,,,,,,,,,,,,,,,,,,,,,Matches
798,Xavi Espart,es ESP,DF,Barcelona,es La Liga,18-326,2007,1,,,,,,,,,,,,,,,,,,,,,Matches
799,Carlos Espí,es ESP,FW,Levante,es La Liga,20-262,2005,7.3,,,,,,,,,,,,,,,,,,,,,Matches
800,Alfonso Espino,uy URU,"DF,MF",Rayo Vallecano,es La Liga,34-097,1992,11.8,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
801,Francesco Esposito,it ITA,FW,Inter,it Serie A,20-288,2005,13.7,,,,,,,,,,,,,,,,,,,,,Matches
802,Sebastiano Esposito,it ITA,"FW,MF",Cagliari,it Serie A,23-284,2002,24.4,,,,,,,,,,,,,,,,,,,,,Matches
803,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,20-334,2005,0.5,,,,,,,,,,,,,,,,,,,,,Matches
804,Samuel Essende,cd COD,"MF,FW",Augsburg,de Bundesliga,28-079,1998,4.6,,,,,,,,,,,,,,,,,,,,,Matches
805,Marco Esteban,es ESP,DF,Oviedo,es La Liga,20-101,2006,0.5,,,,,,,,,,,,,,,,,,,,,Matches
806,Maxime Estève,fr FRA,DF,Burnley,eng Premier League,23-321,2002,27.7,,,,,,,,,,,,,,,,,,,,,Matches
807,Tomás Esteves,pt POR,"DF,MF",Pisa,it Serie A,24-009,2002,0.2,,,,,,,,,,,,,,,,,,,,,Matches
808,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,30-149,1995,10.7,,,,,,,,,,,,,,,,,,,,,Matches
809,Pervis Estupiñán,ec ECU,MF,Milan,it Serie A,28-081,1998,9.9,,,,,,,,,,,,,,,,,,,,,Matches
810,Karl Etta Eyong,cm CMR,FW,Villarreal,es La Liga,22-180,2003,2.8,,,,,,,,,,,,,,,,,,,,,Matches
811,Karl Etta Eyong,cm CMR,FW,Levante,es La Liga,22-180,2003,14.8,,,,,,,,,,,,,,,,,,,,,Matches
812,Evanilson,br BRA,FW,Bournemouth,eng Premier League,26-188,1999,25.4,,,,,,,,,,,,,,,,,,,,,Matches
813,Edu Expósito,es ESP,MF,Espanyol,es La Liga,29-254,1996,21.8,,,,,,,,,,,,,,,,,,,,,Matches
814,Eberechi Eze,eng ENG,"MF,FW",Arsenal,eng Premier League,27-287,1998,16.2,,,,,,,,,,,,,,,,,,,,,Matches
815,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,27-287,1998,0.9,,,,,,,,,,,,,,,,,,,,,Matches
816,Abde Ezzalzouli,ma MAR,"MF,FW",Real Betis,es La Liga,24-116,2001,17.3,,,,,,,,,,,,,,,,,,,,,Matches
817,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,23-088,2003,7.8,,,,,,,,,,,,,,,,,,,,,Matches
818,Giovanni Fabbian,it ITA,MF,Fiorentina,it Serie A,23-088,2003,2.4,,,,,,,,,,,,,,,,,,,,,Matches
819,Alieu Fadera,gm GAM,FW,Sassuolo,it Serie A,24-160,2001,10.4,,,,,,,,,,,,,,,,,,,,,Matches
820,Wout Faes,be BEL,DF,Monaco,fr Ligue 1,28-009,1998,9.3,,,,,,,,,,,,,,,,,,,,,Matches
821,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,25-059,2001,24,,,,,,,,,,,,,,,,,,,,,Matches
822,Romain Faivre,fr FRA,"MF,FW",Auxerre,fr Ligue 1,27-272,1998,4.6,,,,,,,,,,,,,,,,,,,,,Matches
823,Omar Falah,es ESP,DF,Oviedo,es La Liga,22-215,2003,0.2,,,,,,,,,,,,,,,,,,,,,Matches
824,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,31-000,1995,31,,,,,,,,,,,,,,,,,,,,,Matches
825,Ansu Fati,es ESP,"MF,FW",Monaco,fr Ligue 1,23-163,2002,8.9,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
826,Abdoulaye Faye,sn SEN,DF,Lorient,fr Ligue 1,21-202,2004,10.4,,,,,,,,,,,,,,,,,,,,,Matches
827,Jacopo Fazzini,it ITA,"MF,FW",Fiorentina,it Serie A,23-027,2003,5,,,,,,,,,,,,,,,,,,,,,Matches
828,Aleix Febas,es ESP,MF,Elche,es La Liga,30-069,1996,29.5,,,,,,,,,,,,,,,,,,,,,Matches
829,Mattia Felici,it ITA,MF,Cagliari,it Serie A,24-360,2001,4.6,,,,,,,,,,,,,,,,,,,,,Matches
830,Luiz Felipe,it ITA,DF,Rayo Vallecano,es La Liga,29-021,1997,5.2,,,,,,,,,,,,,,,,,,,,,Matches
831,Pedro Felipe,br BRA,DF,Sassuolo,it Serie A,21-324,2004,0,,,,,,,,,,,,,,,,,,,,,Matches
832,Frank Feller,de GER,GK,Heidenheim,de Bundesliga,22-095,2004,1,,,,,,,,,,,,,,,,,,,,,Matches
833,Robin Fellhauer,de GER,MF,Augsburg,de Bundesliga,28-081,1998,26.6,,,,,,,,,,,,,,,,,,,,,Matches
834,Kiko Femenía,es ESP,"DF,MF",Getafe,es La Liga,35-069,1991,19.5,,,,,,,,,,,,,,,,,,,,,Matches
835,Evan Ferguson,ie IRL,FW,Roma,it Serie A,21-175,2004,8.6,,,,,,,,,,,,,,,,,,,,,Matches
836,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,26-231,1999,13.4,,,,,,,,,,,,,,,,,,,,,Matches
837,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,31-216,1994,27,,,,,,,,,,,,,,,,,,,,,Matches
838,Mateus Fernandes,pt POR,MF,West Ham United,eng Premier League,21-276,2004,27.5,,,,,,,,,,,,,,,,,,,,,Matches
839,Dro Fernández,es ESP,MF,Barcelona,es La Liga,18-090,2008,1,,,,,,,,,,,,,,,,,,,,,Matches
840,Dro Fernández,es ESP,MF,Paris Saint-Germain,fr Ligue 1,18-090,2008,2.6,,,,,,,,,,,,,,,,,,,,,Matches
841,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,25-085,2001,28.6,,,,,,,,,,,,,,,,,,,,,Matches
842,Ezequiél Fernández,ar ARG,MF,Leverkusen,de Bundesliga,23-261,2002,10.7,,,,,,,,,,,,,,,,,,,,,Matches
843,Manu Fernández,es ESP,DF,Celta Vigo,es La Liga,24-354,2001,7.9,,,,,,,,,,,,,,,,,,,,,Matches
844,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,22-348,2003,0.5,,,,,,,,,,,,,,,,,,,,,Matches
845,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,23-283,2002,21.7,,,,,,,,,,,,,,,,,,,,,Matches
846,Thiago Fernández,ar ARG,MF,Oviedo,es La Liga,22-009,2004,4.4,,,,,,,,,,,,,,,,,,,,,Matches
847,Toni Fernández,es ESP,FW,Barcelona,es La Liga,17-271,2008,0.5,,,,,,,,,,,,,,,,,,,,,Matches
848,Matias Fernandez-Pardo,be BEL,"MF,FW",Lille,fr Ligue 1,21-068,2005,20.4,,,,,,,,,,,,,,,,,,,,,Matches
849,Álvaro Fidalgo,mx MEX,MF,Real Betis,es La Liga,29-003,1997,4.9,,,,,,,,,,,,,,,,,,,,,Matches
850,Seydou Fini,it ITA,FW,Genoa,it Serie A,19-314,2006,0.4,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
851,Max Finkgräfe,de GER,DF,RB Leipzig,de Bundesliga,22-016,2004,1.6,,,,,,,,,,,,,,,,,,,,,Matches
852,Junior Firpo,do DOM,DF,Real Betis,es La Liga,29-233,1996,7.5,,,,,,,,,,,,,,,,,,,,,Matches
853,Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,24-154,2001,25.2,,,,,,,,,,,,,,,,,,,,,Matches
854,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,25-182,2000,8.9,,,,,,,,,,,,,,,,,,,,,Matches
855,Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32-303,1993,19.7,,,,,,,,,,,,,,,,,,,,,Matches
856,Zian Flemming,nl NED,FW,Burnley,eng Premier League,27-254,1998,14.2,,,,,,,,,,,,,,,,,,,,,Matches
857,Jack Fletcher,eng ENG,MF,Manchester Utd,eng Premier League,19-024,2007,1.2,,,,,,,,,,,,,,,,,,,,,Matches
858,Tyler Fletcher,sct SCO,MF,Manchester Utd,eng Premier League,19-024,2007,0,,,,,,,,,,,,,,,,,,,,,Matches
859,Romano Floriani,it ITA,"MF,DF",Cremonese,it Serie A,23-075,2003,10.2,,,,,,,,,,,,,,,,,,,,,Matches
860,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,25-319,2000,20.1,,,,,,,,,,,,,,,,,,,,,Matches
861,Malick Fofana,be BEL,"MF,FW",Lyon,fr Ligue 1,21-012,2005,8.1,,,,,,,,,,,,,,,,,,,,,Matches
862,Rayan Fofana,fr FRA,FW,Lens,fr Ligue 1,20-059,2006,7.8,,,,,,,,,,,,,,,,,,,,,Matches
863,Sadik Fofana,tg TOG,MF,Lecce,it Serie A,22-331,2003,0.9,,,,,,,,,,,,,,,,,,,,,Matches
864,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,30-340,1995,7.3,,,,,,,,,,,,,,,,,,,,,Matches
865,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,25-116,2000,14.2,,,,,,,,,,,,,,,,,,,,,Matches
866,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,27-092,1999,20.5,,,,,,,,,,,,,,,,,,,,,Matches
867,Jonas Föhrenbach,de GER,"DF,MF",Heidenheim,de Bundesliga,30-076,1996,20.8,,,,,,,,,,,,,,,,,,,,,Matches
868,Francesco Folino,it ITA,DF,Cremonese,it Serie A,24-079,2002,7.6,,,,,,,,,,,,,,,,,,,,,Matches
869,Michael Folorunsho,it ITA,"MF,FW",Cagliari,it Serie A,28-064,1998,19,,,,,,,,,,,,,,,,,,,,,Matches
870,Nicolas Fonseca,uy URU,MF,Oviedo,es La Liga,27-175,1998,6.7,,,,,,,,,,,,,,,,,,,,,Matches
871,Álex Forés,es ESP,FW,Oviedo,es La Liga,25-000,2001,3.3,,,,,,,,,,,,,,,,,,,,,Matches
872,Pablo Fornals,es ESP,MF,Real Betis,es La Liga,30-049,1996,26,,,,,,,,,,,,,,,,,,,,,Matches
873,Héctor Fort,es ESP,"DF,MF",Elche,es La Liga,19-253,2006,3.6,,,,,,,,,,,,,,,,,,,,,Matches
874,Niccolò Fortini,it ITA,MF,Fiorentina,it Serie A,20-058,2006,6,,,,,,,,,,,,,,,,,,,,,Matches
875,Lyle Foster,za RSA,"FW,MF",Burnley,eng Premier League,25-221,2000,14.5,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
876,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,33-020,1993,12.8,,,,,,,,,,,,,,,,,,,,,Matches
877,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,28-090,1998,10.4,,,,,,,,,,,,,,,,,,,,,Matches
878,Alejandro Francés,es ESP,DF,Girona,es La Liga,23-254,2002,8.1,,,,,,,,,,,,,,,,,,,,,Matches
879,Przemysław Frankowski,pl POL,"MF,DF",Rennes,fr Ligue 1,31-000,1995,13.4,,,,,,,,,,,,,,,,,,,,,Matches
880,Davide Frattesi,it ITA,MF,Inter,it Serie A,26-172,1999,5.7,,,,,,,,,,,,,,,,,,,,,Matches
881,Oscar Fraulo,dk DEN,MF,Gladbach,de Bundesliga,22-127,2003,0.5,,,,,,,,,,,,,,,,,,,,,Matches
882,Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,21-048,2005,0,,,,,,,,,,,,,,,,,,,,,Matches
883,Alex Freeman,us USA,DF,Villarreal,es La Liga,21-246,2004,0.7,,,,,,,,,,,,,,,,,,,,,Matches
884,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,25-005,2001,28.2,,,,,,,,,,,,,,,,,,,,,Matches
885,Martin Frese,dk DEN,"MF,DF",Hellas Verona,it Serie A,28-098,1998,22.1,,,,,,,,,,,,,,,,,,,,,Matches
886,Remo Freuler,ch SUI,MF,Bologna,it Serie A,33-362,1992,17.9,,,,,,,,,,,,,,,,,,,,,Matches
887,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,28-027,1998,25.5,,,,,,,,,,,,,,,,,,,,,Matches
888,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,30-120,1995,1.7,,,,,,,,,,,,,,,,,,,,,Matches
889,Jeremie Frimpong,nl NED,"DF,MF",Liverpool,eng Premier League,25-123,2000,9.1,,,,,,,,,,,,,,,,,,,,,Matches
890,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,29-051,1997,22.2,,,,,,,,,,,,,,,,,,,,,Matches
891,Chris Führich,de GER,MF,Stuttgart,de Bundesliga,28-093,1998,14.3,,,,,,,,,,,,,,,,,,,,,Matches
892,Joel Fujita,jp JPN,MF,St Pauli,de Bundesliga,24-055,2002,26.1,,,,,,,,,,,,,,,,,,,,,Matches
893,Niclas Füllkrug,de GER,FW,West Ham United,eng Premier League,33-062,1993,4.5,,,,,,,,,,,,,,,,,,,,,Matches
894,Niclas Füllkrug,de GER,FW,Milan,it Serie A,33-062,1993,6,,,,,,,,,,,,,,,,,,,,,Matches
895,Matteo Gabbia,it ITA,DF,Milan,it Serie A,26-173,1999,22.1,,,,,,,,,,,,,,,,,,,,,Matches
896,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,21-107,2004,29.8,,,,,,,,,,,,,,,,,,,,,Matches
897,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,25-342,2000,15.6,,,,,,,,,,,,,,,,,,,,,Matches
898,Roberto Gagliardini,it ITA,MF,Hellas Verona,it Serie A,32-005,1994,20.3,,,,,,,,,,,,,,,,,,,,,Matches
899,Cody Gakpo,nl NED,"MF,FW",Liverpool,eng Premier League,26-340,1999,24.8,,,,,,,,,,,,,,,,,,,,,Matches
900,Javi Galán,es ESP,DF,Osasuna,es La Liga,31-144,1994,12.7,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
901,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,31-144,1994,1.5,,,,,,,,,,,,,,,,,,,,,Matches
902,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,32-249,1993,19.5,,,,,,,,,,,,,,,,,,,,,Matches
903,Conor Gallagher,eng ENG,MF,Tottenham Hotspur,eng Premier League,26-065,2000,6.5,,,,,,,,,,,,,,,,,,,,,Matches
904,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,26-065,2000,7.5,,,,,,,,,,,,,,,,,,,,,Matches
905,Antonino Gallo,it ITA,DF,Lecce,it Serie A,26-097,2000,27.5,,,,,,,,,,,,,,,,,,,,,Matches
906,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,36-198,1989,21.3,,,,,,,,,,,,,,,,,,,,,Matches
907,Ignatius Ganago,cm CMR,FW,Nantes,fr Ligue 1,27-055,1999,5.2,,,,,,,,,,,,,,,,,,,,,Matches
908,Omri Gandelman,il ISR,"MF,FW",Lecce,it Serie A,25-331,2000,8.7,,,,,,,,,,,,,,,,,,,,,Matches
909,Ismaëlo Ganiou,fr FRA,DF,Lens,fr Ligue 1,21-029,2005,16.8,,,,,,,,,,,,,,,,,,,,,Matches
